Coverage Actual (0.05),Coverage Error (0.05),Coverage Actual (0.1),Coverage Error (0.1),Coverage Actual (0.3),Coverage Error (0.3),Coverage Actual (0.9),Coverage Error (0.9)
0.09005847953216374,0.04005847953216374,0.13450292397660818,0.034502923976608174,0.29473684210526313,-0.0052631578947368585,0.8865497076023392,-0.013450292397660824
